,age,occupation,sex,capital_loss,education_num,capital_gain,marital_status,hours_week,over_50kActual,over_50kPredicted
2538,27,14,1,0,9,0,2,50,0,0
2539,22,1,0,0,10,0,2,20,0,0
2540,63,12,1,0,13,0,4,27,0,0
2541,28,8,1,0,9,0,4,20,0,0
2542,32,10,1,0,16,0,0,40,1,1
2543,42,7,1,0,11,0,2,40,0,0
2544,61,7,1,0,3,0,2,40,0,0
2545,29,0,0,0,10,0,2,40,0,0
2546,37,10,0,0,13,0,0,55,0,1
2547,46,10,0,0,13,0,2,40,1,1
2548,28,1,0,0,12,0,2,35,0,0
2549,27,4,0,0,10,0,3,40,0,0
2550,26,10,1,0,13,0,4,70,0,0
2551,66,3,1,0,11,0,2,38,0,1
2552,20,12,0,0,9,0,4,25,0,0
2553,47,12,1,0,13,0,2,60,1,1
2554,47,3,1,1672,12,0,2,65,0,0
2555,47,3,1,0,9,3103,2,50,1,1
2556,80,5,1,0,4,0,3,15,0,0
2557,25,10,1,0,13,0,4,20,0,0
2558,47,3,1,0,10,0,2,40,1,0
2559,47,4,0,0,10,0,3,35,0,0
2560,42,14,1,0,10,0,2,40,1,0
2561,42,1,1,0,9,0,5,40,0,0
2562,18,8,1,0,9,0,4,12,0,0
2563,20,1,0,0,10,0,4,10,0,0
2564,43,6,0,0,5,0,5,50,0,0
2565,38,3,1,0,9,3325,0,40,0,0
2566,25,4,1,0,13,0,4,50,0,0
2567,20,0,0,0,10,0,4,35,0,0
2568,41,1,0,0,10,0,0,37,0,0
2569,60,3,1,0,9,0,2,40,0,0
2570,42,3,1,0,9,0,2,35,0,0
2571,31,12,1,0,11,99999,2,40,1,1
2572,35,1,0,0,9,0,2,40,0,0
2573,35,7,1,0,9,0,2,40,0,0
2574,23,1,0,0,9,0,4,45,0,0
2575,37,4,1,0,14,0,2,40,1,1
2576,29,8,1,0,9,0,2,35,0,0
2577,48,1,1,0,9,0,2,70,1,0
2578,39,4,1,0,13,15024,2,45,1,1
2579,39,10,0,0,16,0,0,40,1,0
2580,38,6,1,0,10,0,2,40,0,0
2581,59,3,1,0,9,0,2,40,0,0
2582,59,4,0,0,13,0,2,22,1,0
2583,54,1,1,0,9,0,4,41,0,0
2584,31,1,1,0,12,0,2,40,0,1
2585,65,10,1,0,14,5556,2,50,1,0
2586,26,11,1,0,10,0,4,40,0,0
2587,61,0,0,0,2,0,6,18,0,0
2588,34,14,1,0,9,0,2,50,1,0
2589,19,13,1,0,9,0,4,40,0,0
2590,21,12,0,0,9,0,0,38,0,0
2591,35,3,1,0,10,0,4,40,0,0
2592,19,12,0,0,10,0,4,22,0,0
2593,43,1,0,0,10,0,0,40,0,0
2594,37,1,0,0,9,0,4,35,0,0
2595,53,3,1,0,8,0,2,45,0,0
2596,19,3,1,0,11,0,4,20,0,0
2597,22,12,0,0,10,0,4,17,0,0
2598,28,3,1,0,9,0,2,48,0,0
2599,38,12,1,0,9,0,2,50,0,0
2600,39,1,0,0,9,3464,2,20,0,0
2601,67,0,0,0,9,0,0,7,0,0
2602,24,12,0,0,13,0,4,50,0,0
2603,18,12,1,0,7,0,4,25,0,0
2604,48,4,1,0,13,0,2,40,1,1
2605,47,10,0,0,14,0,4,60,0,1
2606,64,1,0,0,9,0,6,38,0,0
2607,36,3,1,0,9,0,2,40,0,0
2608,39,12,1,0,14,0,2,50,1,1
2609,58,12,0,0,9,0,0,15,0,0
2610,44,7,1,0,10,0,2,40,0,0
2611,47,8,0,0,13,0,0,40,0,0
2612,37,8,0,0,9,0,2,20,0,0
2613,40,0,1,0,9,0,4,23,0,0
2614,31,4,0,0,13,0,4,45,0,0
2615,27,1,0,0,12,0,4,40,0,0
2616,43,4,0,0,9,0,0,40,1,0
2617,50,3,1,0,10,0,2,40,1,0
2618,48,10,1,0,13,0,0,40,0,0
2619,64,1,0,0,9,0,4,25,0,0
2620,51,10,0,0,14,99999,2,50,1,1
2621,33,6,1,0,4,2176,0,35,0,0
2622,18,8,0,0,7,0,4,25,0,0
2623,62,1,0,0,9,0,6,40,0,0
2624,42,10,1,0,10,15024,2,32,1,1
2625,22,0,1,0,10,0,4,40,0,0
2626,32,12,1,0,10,5178,2,50,1,1
2627,58,12,1,0,10,0,2,40,0,0
2628,43,14,1,0,9,0,2,70,1,0
2629,43,5,1,0,4,4508,2,40,0,0
2630,24,10,1,0,13,0,2,44,1,0
2631,63,5,1,0,13,0,2,40,1,1
2632,48,8,0,0,9,0,5,25,0,0
2633,23,10,0,0,11,0,4,50,0,0
2634,23,4,0,0,10,0,4,40,0,0
2635,44,6,1,0,3,0,2,40,0,0
2636,24,4,1,0,9,0,4,40,0,0
2637,88,10,1,0,15,0,2,40,0,0
2638,66,8,0,0,4,0,0,40,0,0
2639,48,7,1,0,7,0,4,40,0,0
2640,38,0,0,0,15,0,0,30,0,0
2641,41,6,1,0,6,0,4,50,0,0
2642,48,10,1,0,16,15024,2,45,1,1
2643,38,1,1,0,12,0,4,40,0,0
2644,46,10,0,0,13,0,0,40,0,0
2645,18,1,1,0,8,0,4,12,0,0
2646,29,1,1,0,10,0,2,50,0,0
2647,47,3,1,0,9,0,2,40,1,1
2648,45,5,1,0,12,0,4,40,0,0
2649,31,12,0,0,11,0,0,38,0,0
2650,57,4,1,0,14,7298,2,45,1,1
2651,41,1,0,0,11,7688,2,44,1,1
2652,65,4,1,0,13,0,2,40,1,1
2653,44,14,1,0,13,0,0,40,0,0
2654,43,14,1,0,9,0,2,38,1,0
2655,36,4,1,0,10,0,2,45,0,0
2656,22,12,1,0,13,0,4,40,0,0
2657,58,13,1,0,15,0,0,40,1,0
2658,20,0,1,0,10,0,4,30,0,0
2659,51,0,0,0,9,0,2,3,1,0
2660,48,12,1,0,15,0,2,20,0,0
2661,42,13,1,0,15,0,2,65,1,0
2662,63,1,1,0,10,0,2,48,0,0
2663,52,5,1,0,10,0,2,60,0,0
2664,27,8,1,0,10,0,4,40,0,0
2665,58,10,1,0,14,0,0,20,0,0
2666,54,4,1,0,13,0,2,40,1,1
2667,50,4,1,0,15,15024,2,50,1,1
2668,42,1,1,0,13,0,2,40,1,1
2669,50,0,0,0,11,0,4,16,0,0
2670,53,14,1,0,4,0,2,38,0,0
2671,22,10,0,0,10,0,4,16,0,0
2672,39,8,1,0,7,2407,2,70,0,0
2673,24,8,0,0,9,0,5,50,1,0
2674,26,8,1,0,13,0,4,40,0,0
2675,20,8,0,0,10,0,4,40,0,0
2676,41,1,0,0,9,0,0,52,0,0
2677,47,1,1,0,14,0,2,40,0,1
2678,25,10,0,0,13,0,4,40,0,0
2679,47,10,1,0,14,0,2,40,1,1
2680,32,12,1,0,13,0,4,45,0,0
2681,45,7,0,0,7,0,4,40,0,0
2682,57,4,1,0,14,0,2,50,1,1
2683,79,12,1,0,13,0,2,20,1,0
2684,44,8,0,0,10,0,2,50,0,0
2685,21,0,0,0,10,0,4,25,0,0
2686,53,14,1,0,9,0,2,40,0,1
2687,22,3,1,0,9,0,2,43,0,0
2688,38,3,1,0,13,0,2,35,0,0
2689,53,10,0,0,11,0,0,40,0,0
2690,30,10,0,0,14,0,2,30,0,0
2691,47,14,1,0,9,0,2,50,1,0
2692,66,12,1,0,9,0,2,40,0,0
2693,46,12,0,0,9,0,5,36,0,0
2694,22,4,0,0,13,0,4,40,0,0
2695,18,0,0,0,7,0,4,6,0,0
2696,41,10,1,0,13,0,4,40,1,0
2697,20,0,0,0,10,0,4,40,0,0
2698,22,8,1,0,9,0,2,50,0,0
2699,31,1,0,0,10,0,4,40,0,0
2700,29,4,0,0,12,0,0,37,0,0
2701,53,12,0,0,9,0,0,35,0,0
2702,38,11,1,0,13,0,2,55,1,1
2703,49,14,1,0,9,0,2,40,0,0
2704,29,14,1,0,6,0,2,45,1,0
2705,47,7,1,0,10,0,2,40,0,0
2706,24,6,1,0,9,0,4,60,0,0
2707,46,10,0,0,12,0,0,40,0,0
2708,43,13,1,0,9,0,2,40,0,0
2709,61,1,1,0,9,0,2,40,1,0
2710,28,14,1,0,9,0,0,60,0,0
2711,27,1,1,0,9,0,5,38,0,0
2712,46,10,0,0,13,0,0,50,1,0
2713,29,8,1,0,9,0,4,40,0,0
2714,50,5,1,0,9,0,2,50,0,0
2715,19,8,1,0,9,0,4,24,0,0
2716,28,12,0,0,10,0,0,45,0,0
2717,52,0,0,0,10,0,2,40,1,0
2718,42,12,0,0,10,0,0,43,0,0
2719,73,0,1,0,7,0,2,3,0,0
2720,24,1,1,0,13,0,4,40,0,0
2721,61,14,1,1651,4,0,2,40,0,0
2722,35,4,1,0,11,3103,2,50,1,1
2723,23,7,1,0,9,0,2,40,0,0
2724,21,7,0,0,10,0,4,30,0,0
2725,37,3,1,0,9,0,2,40,1,0
2726,60,14,1,0,4,0,2,40,0,0
2727,25,4,1,0,9,0,4,25,0,0
2728,28,7,1,0,9,0,2,40,0,0
2729,36,10,1,0,13,0,2,40,1,1
2730,54,1,0,0,10,0,0,37,0,0
2731,47,4,0,0,9,0,6,30,0,0
2732,24,8,0,0,10,0,4,50,0,0
2733,17,8,1,0,7,0,4,15,0,0
2734,37,1,0,0,9,0,4,55,0,0
2735,31,1,0,0,10,0,4,35,0,0
2736,37,11,1,0,11,4650,4,40,0,0
2737,19,12,0,0,7,0,4,25,0,0
2738,25,8,0,0,6,0,2,35,0,0
2739,52,4,0,0,10,0,0,38,0,0
2740,43,4,1,0,12,27828,4,45,1,1
2741,45,7,1,0,9,0,2,40,0,0
2742,43,3,1,0,13,0,5,35,0,0
2743,53,4,1,0,13,0,2,60,1,1
2744,23,4,1,0,13,0,4,50,0,0
2745,36,3,1,0,10,0,5,40,0,0
2746,23,7,1,0,9,0,4,40,0,0
2747,59,8,0,0,9,0,6,10,0,0
2748,27,0,0,0,9,0,5,40,0,0
2749,38,1,0,0,9,0,5,32,0,0
2750,29,1,0,0,10,0,2,65,0,0
2751,31,10,1,0,15,0,4,50,0,0
2752,24,1,0,0,13,0,4,16,0,0
2753,45,1,0,0,9,0,0,40,0,0
2754,29,3,1,0,10,0,2,40,1,0
2755,24,3,1,0,9,0,2,40,0,0
2756,18,8,0,0,7,0,4,12,0,0
2757,29,4,1,0,13,0,2,55,1,0
2758,17,9,0,0,7,0,4,24,0,0
2759,40,10,1,0,15,0,2,40,1,1
2760,50,14,1,0,6,0,2,40,0,0
2761,44,1,0,0,10,0,0,57,0,0
2762,37,3,1,0,9,0,2,45,1,0
2763,20,0,0,0,9,0,4,40,0,0
2764,22,12,0,0,10,0,0,30,0,0
2765,48,8,0,0,10,0,5,25,0,0
2766,31,8,1,0,9,0,4,40,0,0
2767,46,7,1,0,9,0,2,40,0,0
2768,28,14,1,0,9,0,4,40,0,0
2769,29,6,0,0,10,0,0,36,0,0
2770,20,8,0,0,9,0,0,25,0,0
2771,28,12,1,0,13,8614,4,40,1,1
2772,30,10,1,0,15,0,4,40,0,0
2773,26,3,1,0,9,0,2,50,0,0
2774,49,7,1,0,4,0,2,40,0,0
2775,43,1,0,0,10,0,2,40,0,0
2776,36,1,1,0,10,2463,4,40,0,0
2777,51,3,1,0,9,0,2,45,0,0
2778,30,10,1,1740,13,0,2,45,0,0
2779,21,3,1,0,9,0,4,48,0,0
2780,41,10,1,0,14,15024,2,40,1,1
2781,51,4,1,0,10,0,2,60,1,0
2782,29,3,1,0,11,0,2,40,1,0
2783,28,3,1,0,9,3411,2,40,0,0
2784,56,10,1,0,13,0,2,40,1,1
2785,32,7,1,0,10,0,0,45,0,0
2786,54,10,0,0,13,0,0,36,0,0
2787,24,10,1,0,10,0,4,40,0,0
2788,42,10,0,0,10,0,0,20,0,0
2789,31,12,1,0,11,0,2,50,0,0
2790,39,12,1,0,14,0,4,60,1,0
2791,47,14,1,0,9,0,2,20,1,0
2792,50,1,0,0,9,0,4,37,0,0
2793,39,4,1,0,14,0,2,50,1,1
2794,52,0,1,0,4,0,2,40,0,0
2795,65,4,1,0,10,2290,2,40,0,0
2796,19,0,0,0,9,0,4,16,0,0
2797,55,4,0,0,13,0,2,25,0,0
2798,21,4,0,0,9,0,4,40,0,0
2799,41,3,1,0,10,0,2,48,1,0
2800,33,10,1,0,14,0,2,35,0,1
2801,31,7,1,0,9,0,0,40,0,0
2802,35,4,1,0,12,0,4,38,0,0
2803,28,12,1,0,7,0,4,40,0,0
2804,46,4,1,1977,14,0,2,40,1,1
2805,18,5,1,0,7,0,4,6,0,0
2806,39,1,0,0,13,0,0,20,0,0
2807,62,14,1,0,9,0,2,40,0,0
2808,24,6,1,0,9,0,0,40,0,0
2809,28,3,1,0,13,0,2,55,0,0
2810,30,14,1,0,9,0,2,40,0,0
2811,25,4,1,0,13,0,2,43,0,0
2812,40,1,1,0,10,0,2,40,0,0
2813,19,8,0,0,9,0,4,40,0,0
2814,59,12,1,0,7,0,2,60,0,0
2815,40,7,1,0,9,0,5,40,0,0
2816,39,8,1,0,7,2635,2,37,0,0
2817,23,6,1,0,10,0,2,55,0,0
2818,37,12,1,0,13,0,2,55,1,1
2819,64,1,0,0,13,0,0,40,0,0
2820,53,7,0,0,9,0,0,40,0,0
2821,43,4,1,0,11,0,2,40,0,0
2822,51,12,1,0,13,0,5,40,0,0
2823,36,10,1,0,14,0,2,40,0,1
2824,27,0,0,0,9,0,4,25,0,0
2825,40,10,0,0,13,0,4,60,0,1
2826,37,3,1,1628,9,0,2,40,0,0
2827,17,0,0,0,6,0,4,20,0,0
2828,21,10,1,0,10,0,4,16,0,0
2829,26,10,0,0,14,0,4,40,0,0
2830,59,10,0,0,13,0,6,50,1,0
2831,38,14,1,0,9,0,2,60,0,1
2832,55,0,1,0,4,0,2,40,0,0
2833,45,3,1,0,9,0,4,40,0,0
2834,41,3,1,0,9,0,2,40,1,1
2835,42,10,1,0,13,7688,2,40,1,1
2836,28,7,0,0,6,0,4,40,0,0
2837,59,1,1,0,9,0,2,45,1,0
2838,64,8,0,0,4,0,2,40,0,0
2839,19,12,0,0,7,0,4,40,0,0
2840,38,7,0,0,4,0,2,50,1,0
2841,36,9,0,0,9,0,4,20,0,0
2842,34,7,1,0,7,0,5,40,0,0
2843,61,10,0,0,15,0,4,30,0,0
2844,23,1,0,0,10,0,4,40,0,0
2845,39,10,0,0,13,0,2,40,0,1
2846,61,8,1,0,10,0,2,6,0,0
2847,37,3,1,0,5,0,2,40,0,0
2848,31,4,1,0,13,0,2,45,1,1
2849,32,13,0,0,10,0,4,20,0,0
2850,42,8,0,0,9,0,2,60,0,0
2851,26,14,1,0,8,0,3,40,0,0
2852,20,3,1,0,9,0,4,40,0,0
2853,24,4,1,0,10,0,4,42,0,0
2854,29,10,1,0,13,0,4,40,0,0
2855,28,3,1,0,5,0,2,40,0,0
2856,52,14,1,0,9,0,2,40,1,0
2857,37,1,1,0,13,0,2,50,1,0
2858,56,6,1,0,6,0,4,40,0,0
2859,47,1,0,0,9,0,2,40,1,1
2860,33,6,1,0,9,0,4,40,0,0
2861,28,8,0,0,11,0,4,40,0,0
2862,35,12,1,0,13,0,0,40,0,0
2863,67,1,0,0,5,0,0,20,0,0
2864,36,10,1,0,13,0,2,40,0,1
2865,22,12,1,0,10,0,4,35,0,0
2866,24,12,1,0,9,0,4,40,0,0
2867,26,11,1,0,9,0,4,44,0,0
2868,59,4,0,0,10,0,4,40,0,0
2869,47,10,0,0,12,15024,2,40,1,1
2870,27,4,1,0,13,0,2,50,0,0
2871,51,1,0,0,9,0,0,40,0,0
2872,43,10,0,0,11,0,0,40,0,0
2873,38,4,0,0,13,0,4,70,0,0
2874,72,0,1,0,13,0,2,3,0,0
2875,38,7,1,0,9,0,2,40,0,0
2876,36,14,1,1669,9,0,4,40,0,0
2877,54,1,0,0,10,0,0,40,0,0
2878,39,3,1,0,11,7688,2,40,1,1
2879,44,14,1,0,4,0,2,80,1,0
2880,29,10,0,0,14,0,4,20,0,0
2881,24,1,0,0,9,2597,4,40,0,0
2882,45,4,1,0,14,0,2,40,0,1
2883,25,1,0,0,13,0,4,40,0,0
2884,61,7,1,2051,5,0,2,40,0,0
2885,54,4,1,0,9,0,2,40,1,1
2886,30,14,1,0,4,0,5,35,0,0
2887,33,10,0,0,10,0,5,37,0,0
2888,32,6,1,0,10,0,2,50,1,0
2889,46,8,0,0,5,0,5,40,0,0
2890,44,7,1,0,4,0,2,40,0,0
2891,36,3,1,0,10,0,2,40,0,1
2892,39,10,1,0,13,0,2,48,1,1
2893,31,13,1,0,13,0,4,40,0,0
2894,54,10,1,0,14,0,2,60,0,1
2895,34,12,1,0,13,27828,4,40,1,1
2896,29,8,0,0,7,0,4,40,0,0
2897,20,8,1,0,10,0,4,25,0,0
2898,54,4,1,0,9,0,2,56,0,0
2899,49,1,1,0,14,0,2,40,0,1
2900,49,12,1,0,11,0,2,25,0,0
2901,26,12,1,0,10,0,4,48,0,0
2902,31,4,0,0,14,0,2,40,1,1
2903,58,12,1,1977,10,0,2,50,1,1
2904,39,14,1,0,5,0,2,25,0,0
2905,18,0,0,0,9,0,4,30,0,0
2906,35,7,1,0,9,4386,2,48,0,1
2907,18,12,0,0,7,0,4,49,0,0
2908,39,8,0,0,9,6849,0,40,0,0
2909,32,13,1,0,10,0,4,38,0,0
2910,32,4,0,0,14,0,2,40,0,1
2911,23,12,0,0,10,0,0,40,0,0
2912,32,3,1,0,9,0,5,40,0,0
2913,39,3,1,2051,6,0,2,40,0,0
2914,48,14,1,0,5,0,6,40,1,0
2915,45,12,1,1887,13,0,2,60,1,1
2916,57,4,1,1977,13,0,2,10,1,1
2917,36,14,1,0,9,0,0,60,0,0
2918,41,7,1,0,9,0,5,50,0,0
2919,40,14,1,0,10,0,0,48,1,0
2920,35,14,1,0,9,0,2,40,0,0
2921,55,8,0,0,9,0,0,40,0,0
2922,30,4,1,0,9,0,2,40,0,0
2923,44,3,1,0,9,0,4,40,1,0
2924,56,12,1,0,10,0,2,40,0,0
2925,19,3,1,0,9,0,4,45,0,0
2926,43,10,1,2258,13,0,4,50,1,0
2927,25,3,1,0,4,0,2,40,0,0
2928,47,7,1,0,2,0,2,40,0,0
2929,44,3,1,0,13,0,2,50,1,1
2930,38,10,1,0,15,0,2,60,1,1
2931,31,10,1,0,13,0,4,40,0,0
2932,51,8,0,0,12,0,5,40,0,0
2933,26,1,1,2205,13,0,4,43,0,0
2934,25,6,1,0,13,0,4,40,0,0
2935,36,0,1,0,9,0,2,40,1,0
2936,28,6,1,0,9,0,4,40,0,0
2937,50,10,1,0,13,15024,2,40,1,1
2938,48,4,0,2258,9,0,0,40,1,0
2939,46,9,0,1594,4,0,3,24,0,0
2940,21,12,0,0,10,0,4,24,0,0
2941,76,1,0,0,10,0,0,20,0,0
2942,47,14,1,0,9,0,2,50,0,0
2943,23,3,1,0,9,0,4,40,0,0
2944,29,7,1,0,9,0,0,50,0,0
2945,45,4,0,1408,14,0,4,40,0,0
2946,55,3,1,0,5,0,2,50,0,0
2947,56,7,0,0,9,0,6,40,0,0
2948,82,8,1,0,3,0,6,20,0,0
2949,53,12,1,0,13,0,2,60,1,1
2950,67,1,1,0,9,0,4,40,1,0
2951,22,8,0,0,9,0,4,40,0,0
2952,35,10,0,0,13,0,0,40,1,0
2953,17,8,0,0,6,0,4,10,0,0
2954,36,12,0,0,4,0,0,35,0,0
2955,42,10,0,0,12,0,0,24,0,0
2956,51,10,0,0,14,0,2,30,1,0
2957,21,8,0,0,10,0,4,30,0,0
2958,27,13,1,0,13,0,4,40,0,0
2959,24,4,1,0,13,0,4,45,0,0
2960,59,4,1,0,15,0,2,40,1,1
2961,35,14,1,0,9,0,2,40,0,0
2962,55,3,1,0,9,0,2,45,0,0
2963,24,10,1,0,13,0,4,16,0,0
2964,36,6,1,0,9,0,2,48,0,0
2965,34,7,1,0,9,0,0,40,0,0
2966,27,6,1,0,9,0,2,40,0,0
2967,26,12,1,0,9,0,2,40,0,0
2968,63,0,0,0,13,0,6,56,0,0
2969,34,10,0,0,11,0,2,36,1,0
2970,26,13,1,0,10,3103,2,40,1,1
2971,37,4,1,0,13,4787,5,55,1,1
2972,26,9,0,1602,9,0,4,15,0,0
2973,26,11,1,0,10,0,2,40,0,0
2974,23,12,1,0,13,0,4,40,0,0
2975,36,5,1,0,13,0,2,72,0,0
2976,39,10,0,0,13,7688,2,32,1,1
2977,28,7,1,0,13,0,4,40,0,0
2978,74,0,1,0,9,6767,2,6,0,0
2979,53,4,1,0,14,15024,2,65,1,1
2980,34,8,1,0,9,0,0,40,0,0
2981,26,10,0,0,13,0,4,50,0,0
2982,47,10,0,0,14,0,2,60,1,1
2983,29,1,0,0,10,0,5,50,0,0
2984,75,8,0,0,6,0,6,15,0,0
2985,30,12,0,0,13,0,4,17,0,0
2986,25,4,1,0,12,0,2,45,0,0
2987,50,1,1,0,9,0,0,40,0,0
2988,23,8,1,0,12,0,4,20,0,0
2989,33,3,1,0,9,0,2,40,0,0
2990,22,6,1,0,9,0,4,25,0,0
2991,76,5,1,0,4,0,2,28,0,0
2992,52,7,1,0,9,0,2,40,1,1
2993,41,10,1,0,13,0,2,45,1,1
2994,20,4,1,0,9,0,4,25,0,0
2995,29,3,1,0,9,0,4,40,0,0
2996,25,6,1,0,9,0,4,40,0,0
2997,36,1,0,0,13,0,2,40,0,1
2998,22,1,0,0,11,0,4,30,0,0
2999,21,13,1,1602,10,0,4,16,0,0
3000,36,12,1,0,9,0,0,35,0,0
3001,49,3,0,0,7,0,6,40,0,0
3002,26,12,1,0,13,0,4,50,0,0
3003,37,4,1,0,13,0,2,50,1,1
3004,18,0,0,0,10,0,4,40,0,0
3005,34,12,0,0,13,0,2,40,1,0
3006,35,1,0,0,10,0,0,38,0,0
3007,22,3,1,0,9,0,4,41,0,0
3008,63,3,0,0,9,0,0,40,0,0
3009,38,3,1,0,10,0,4,40,0,0
3010,18,12,0,0,9,0,4,24,0,0
3011,20,0,1,0,12,0,4,20,0,0
3012,21,8,0,0,10,0,4,40,0,0
3013,25,1,0,0,10,0,4,50,0,0
3014,48,8,0,0,9,0,4,30,0,0
3015,21,13,0,1719,10,0,4,9,0,0
3016,58,8,0,0,10,0,2,30,0,0
3017,33,3,1,0,9,0,2,40,0,0
3018,42,13,1,0,11,7298,2,40,1,1
3019,46,4,1,0,11,0,2,48,1,1
3020,26,3,1,0,10,0,4,40,0,0
3021,24,10,1,0,7,0,4,40,1,0
3022,43,7,1,0,9,0,2,40,0,0
3023,39,4,1,0,9,0,2,40,0,0
3024,57,4,1,0,14,0,2,50,1,1
3025,24,12,1,0,10,0,4,35,0,0
3026,42,4,0,0,13,0,4,38,0,0
3027,20,8,0,0,10,0,4,20,0,0
3028,48,3,1,0,9,0,2,40,0,0
3029,33,3,1,0,9,3411,2,40,0,0
3030,19,0,1,0,9,0,4,20,0,0
3031,60,0,1,0,10,0,2,12,1,0
3032,23,13,1,0,9,0,4,48,0,0
3033,25,0,0,0,7,0,4,40,0,0
3034,38,7,1,0,9,0,4,40,0,0
3035,41,3,1,0,4,0,2,40,0,0
3036,41,10,1,2415,15,0,2,60,1,1
3037,54,6,1,0,6,0,2,40,0,0
3038,27,3,1,0,13,0,4,40,0,0
3039,60,3,1,0,9,0,2,42,1,0
3040,26,10,1,0,14,5013,2,40,0,0
3041,19,5,1,0,9,0,4,45,0,0
3042,46,7,0,0,5,0,5,40,0,0
3043,33,7,1,0,8,0,0,40,0,0
3044,66,4,1,0,10,0,2,24,0,0
3045,29,13,1,0,13,0,2,40,0,0
3046,21,3,1,0,4,0,4,40,0,0
3047,40,12,1,0,13,0,2,50,1,1
3048,23,7,1,0,5,0,2,40,0,0
3049,45,12,1,0,13,0,2,52,1,1
3050,27,4,0,0,13,0,4,40,0,0
3051,18,14,1,0,9,0,4,35,0,0
3052,25,12,1,0,10,0,2,50,0,0
3053,20,10,0,0,9,0,2,36,0,0
3054,52,10,0,323,9,0,4,40,0,0
3055,52,4,1,0,13,0,2,50,1,1
3056,40,10,0,0,14,3325,4,40,0,0
3057,54,6,1,0,9,0,4,40,0,0
3058,30,3,1,0,9,0,2,35,0,0
3059,18,12,1,0,9,0,4,20,0,0
3060,25,8,0,0,9,0,2,40,0,0
3061,25,7,1,0,3,0,4,40,0,0
3062,44,12,1,0,10,0,2,50,1,1
3063,50,8,0,0,9,0,4,40,0,0
3064,34,13,1,1485,10,0,2,40,0,1
3065,26,3,1,0,9,0,2,40,0,0
3066,34,3,1,0,9,3325,0,35,0,0
3067,34,11,1,0,9,0,2,40,0,0
3068,37,10,0,0,14,0,2,45,1,1
3069,28,12,1,0,13,0,2,40,0,1
3070,40,3,1,0,6,0,2,50,0,0
3071,39,10,1,0,14,0,4,60,0,0
3072,36,3,1,0,10,0,2,60,1,0
3073,29,6,1,0,9,0,4,40,0,0
3074,41,1,1,0,10,2829,2,40,0,0
3075,28,8,0,1741,9,0,0,52,0,0
3076,34,11,0,0,10,0,4,40,0,0
3077,34,14,1,0,9,0,2,40,0,0
3078,50,3,1,0,9,0,2,40,0,0
3079,41,6,1,0,9,0,2,40,0,0
3080,23,11,1,0,12,0,4,52,0,0
3081,22,4,0,0,13,0,4,15,0,0
3082,24,3,1,0,7,0,4,40,0,0
3083,55,7,1,0,9,4508,2,8,0,0
3084,41,11,1,1590,13,0,4,40,0,0
3085,42,12,1,0,13,0,2,45,0,1
3086,40,4,0,0,14,1506,0,40,0,0
3087,45,11,1,0,10,0,2,40,1,1
3088,17,8,1,0,7,0,4,20,0,0
3089,43,8,0,0,13,0,0,35,0,0
3090,22,7,1,0,6,0,4,40,0,0
3091,31,10,1,0,9,0,2,55,1,0
3092,22,12,1,0,13,0,2,40,0,0
3093,22,12,0,0,10,0,4,30,0,0
3094,36,3,1,0,13,0,2,35,0,0
3095,62,14,1,0,9,0,0,40,0,0
3096,27,1,0,0,11,0,0,40,0,0
3097,41,10,1,0,13,0,2,50,1,0
3098,26,10,0,0,12,0,4,36,0,0
3099,39,12,0,0,10,0,2,40,0,0
3100,19,1,1,0,10,0,4,18,0,0
3101,31,7,1,0,9,0,2,40,0,0
3102,31,10,0,0,14,0,4,46,0,0
3103,39,1,0,0,10,0,4,20,0,0
3104,42,10,1,1902,14,0,2,40,1,1
3105,49,14,1,0,9,0,0,40,0,0
3106,41,10,1,0,13,0,2,35,0,1
3107,25,8,0,0,9,0,2,25,0,0
3108,35,7,0,0,4,0,4,30,0,0
3109,18,12,0,0,7,0,4,20,0,0
3110,42,9,0,0,9,0,0,60,0,0
3111,50,12,1,0,13,0,2,40,1,1
3112,42,3,1,0,9,0,2,40,1,0
3113,35,7,1,0,14,0,2,48,0,0
3114,58,6,1,0,5,0,2,50,1,0
3115,29,4,0,0,9,0,4,16,0,0
3116,43,1,1,0,10,0,0,48,0,0
3117,24,10,1,0,13,0,4,20,0,0
3118,18,1,0,0,10,0,4,25,0,0
3119,46,3,1,0,13,0,2,45,1,1
3120,19,12,0,0,10,0,4,35,0,0
3121,32,8,0,0,10,0,2,36,0,0
3122,48,14,1,0,9,0,2,50,0,1
3123,69,5,1,0,6,3273,3,45,0,0
3124,23,1,1,0,9,0,4,38,0,0
3125,26,10,0,0,13,0,4,40,0,0
3126,64,10,1,0,13,0,2,40,1,1
3127,49,12,1,0,10,0,2,60,0,0
3128,31,11,1,0,9,0,2,40,1,0
3129,21,1,0,0,10,0,4,15,0,0
3130,38,13,0,0,11,2354,4,40,0,0
3131,42,10,0,0,13,0,4,12,0,0
3132,32,10,0,0,9,0,0,40,0,0
3133,60,4,1,1902,10,0,2,40,1,1
3134,27,3,1,0,9,9562,4,50,1,1
3135,43,14,1,0,10,0,2,17,0,0
3136,23,3,1,0,10,0,4,40,0,0
3137,26,10,0,0,11,0,0,40,0,0
3138,60,1,1,0,14,0,2,40,0,0
3139,67,0,1,0,13,0,2,10,0,1
3140,44,7,1,0,4,0,2,40,0,0
