,id,age,education_num,capital_gain,capital_loss,hours_week,over_50k,workclass,education_level,marital_status,occupation,relationship,race,sex,country
2388,2389,27,4,0,0,45,0,4,5,2,14,0,4,1,39
32006,32007,24,9,0,0,45,0,4,11,2,3,0,4,1,39
10139,10140,77,3,0,0,20,0,0,4,2,0,0,4,1,39
33479,33480,56,10,0,0,35,1,4,15,2,14,0,2,1,39
38986,38987,23,10,0,0,40,0,4,15,4,1,2,1,0,39
36298,36299,36,9,0,0,40,0,4,11,2,7,0,4,1,39
12448,12449,29,13,0,0,40,1,4,9,2,13,0,4,1,39
17845,17846,37,14,0,0,70,1,5,12,2,4,0,4,1,39
4293,4294,33,10,0,0,40,0,4,15,0,10,1,4,1,39
7949,7950,46,13,0,0,32,0,4,9,0,10,4,2,0,39
318,319,29,10,0,0,40,0,4,15,4,13,1,4,0,39
70,71,19,10,0,0,32,0,4,15,4,10,3,4,1,39
38709,38710,58,13,99999,0,50,1,4,9,2,4,0,4,1,39
29143,29144,43,13,0,0,40,0,4,9,2,8,0,4,1,39
29555,29556,38,13,7688,0,45,1,4,9,2,10,0,4,1,39
35481,35482,76,4,0,0,7,0,0,5,0,0,1,4,0,39
33010,33011,21,10,2174,0,40,0,4,15,4,1,1,3,1,39
45265,45266,74,9,0,0,28,0,4,11,6,8,1,4,0,39
25129,25130,47,9,0,0,40,1,4,11,2,7,0,4,1,5
3057,3058,69,6,0,0,20,0,2,0,2,4,0,4,1,39
1864,1865,38,9,0,0,54,1,2,11,2,11,0,1,1,39
34490,34491,29,10,0,0,40,0,6,15,2,10,0,0,1,39
1725,1726,44,10,0,0,40,0,4,15,0,3,1,4,1,39
18536,18537,53,3,5178,0,40,1,4,4,2,3,0,3,1,33
39229,39230,25,5,0,0,40,0,4,6,2,6,0,4,1,39
14681,14682,46,9,0,0,60,0,6,11,2,10,0,4,1,39
31215,31216,49,10,0,0,60,0,4,15,5,4,4,2,0,39
29239,29240,48,4,0,0,40,1,4,5,2,7,0,4,1,39
9237,9238,50,13,0,1902,50,1,4,9,2,1,0,4,1,0
19211,19212,17,7,0,1721,15,0,4,1,4,8,3,4,1,39
18428,18429,24,10,0,0,60,0,6,15,4,5,3,4,1,39
3542,3543,46,13,0,0,35,0,4,9,4,12,1,4,0,39
41179,41180,33,9,0,0,40,0,4,11,2,7,0,4,1,39
7726,7727,58,10,0,0,45,0,4,15,2,12,0,4,1,39
28722,28723,36,6,0,0,40,0,4,0,4,14,1,2,0,39
13191,13192,43,13,0,0,60,0,6,9,4,12,1,4,0,39
44058,44059,62,12,0,0,40,1,4,7,2,3,0,4,1,39
43833,43834,26,13,0,0,50,0,4,9,4,10,1,4,0,39
12240,12241,46,9,0,0,40,0,7,11,4,14,1,2,1,39
40763,40764,29,13,0,0,40,0,4,9,4,7,1,4,1,39
39482,39483,41,9,0,0,40,0,7,11,5,6,4,4,1,39
23585,23586,64,9,0,0,65,1,4,11,2,12,0,4,1,39
44863,44864,60,5,0,0,70,0,6,6,2,14,0,4,1,39
17879,17880,31,8,0,0,40,1,7,2,2,13,5,4,0,39
11084,11085,17,6,0,0,20,0,4,0,4,8,1,4,1,8
26863,26864,37,12,0,0,50,0,5,7,5,4,4,4,1,39
40995,40996,38,12,0,0,21,1,4,7,2,13,0,4,1,39
17185,17186,22,11,0,0,44,0,4,8,2,8,0,4,1,39
184,185,37,10,0,0,42,1,1,15,2,1,0,4,1,39
44599,44600,35,2,4386,0,65,0,6,3,2,4,0,4,1,26
36097,36098,41,11,0,0,65,0,6,8,2,3,0,4,1,39
44852,44853,34,13,0,0,45,1,4,9,2,4,0,4,1,39
28219,28220,44,10,0,0,40,0,4,15,6,4,1,2,0,39
46416,46417,23,13,0,0,40,0,4,9,4,10,3,4,0,39
14779,14780,39,14,7688,0,38,1,7,12,2,10,2,3,0,39
23034,23035,27,9,0,0,40,0,2,11,4,10,3,4,1,39
6025,6026,29,9,0,0,40,1,4,11,2,10,0,4,1,39
3031,3032,31,9,0,2238,40,0,4,11,5,7,4,4,0,39
13680,13681,57,13,0,0,40,0,4,9,2,14,0,4,1,39
21691,21692,30,14,0,0,45,0,2,12,2,10,0,4,1,39
25759,25760,24,10,0,0,20,0,4,15,4,5,1,4,1,39
32125,32126,55,9,0,0,40,1,4,11,2,4,0,4,1,39
18196,18197,33,10,0,0,40,1,4,15,2,4,0,4,1,5
13093,13094,50,10,0,0,40,1,7,15,2,1,0,4,1,39
20770,20771,33,9,0,1672,55,0,4,11,2,12,0,4,1,39
9803,9804,17,6,0,0,6,0,4,0,4,8,3,4,0,39
43713,43714,49,13,0,0,40,1,4,9,2,6,0,4,1,39
2082,2083,40,10,0,0,60,0,4,15,5,4,4,4,0,39
25896,25897,42,10,0,0,40,0,4,15,0,5,1,4,1,39
28749,28750,50,3,0,0,15,0,6,4,4,13,1,1,0,39
9813,9814,25,11,0,0,40,0,4,8,4,10,1,4,1,39
42205,42206,46,13,0,0,40,0,4,9,0,14,1,4,1,39
48170,48171,22,9,0,0,40,0,4,11,4,12,3,4,1,39
20434,20435,70,9,2228,0,24,0,0,11,2,0,0,4,1,39
26605,26606,62,9,0,0,48,0,4,11,2,7,0,4,1,39
12947,12948,25,10,0,0,40,0,4,15,4,4,3,2,1,39
20922,20923,30,10,0,0,65,0,4,15,0,3,1,4,1,39
29551,29552,33,9,0,0,38,0,4,11,3,8,4,2,0,39
20503,20504,35,10,0,0,60,0,4,15,2,3,0,4,1,39
21610,21611,48,9,0,0,50,1,4,11,2,14,0,4,1,39
673,674,33,13,0,0,40,1,4,9,2,4,0,4,1,39
30925,30926,24,10,0,0,40,0,6,15,4,10,1,1,1,39
32284,32285,26,13,0,0,10,0,4,9,4,4,1,4,1,39
14303,14304,26,10,0,0,25,0,4,15,2,4,5,4,0,39
7886,7887,43,10,0,0,60,1,4,15,2,14,0,4,1,39
39623,39624,33,13,0,0,50,1,4,9,4,12,1,4,1,39
13412,13413,36,9,0,0,50,0,4,11,2,14,0,4,1,39
45640,45641,45,11,0,0,40,0,2,8,2,11,0,4,1,39
46527,46528,24,9,0,0,50,0,4,11,4,12,4,4,0,39
47893,47894,35,9,0,0,65,1,6,11,2,14,0,4,1,39
8299,8300,23,9,0,0,40,0,6,11,4,3,3,4,1,39
7163,7164,39,15,7688,0,60,1,4,14,2,10,5,4,0,39
27923,27924,32,13,15024,0,50,1,4,9,2,4,0,4,1,39
41208,41209,19,9,0,0,40,0,5,11,4,4,3,4,1,39
19319,19320,38,9,594,0,50,0,4,11,4,6,1,4,1,39
3882,3883,51,10,0,0,40,1,4,15,2,4,0,4,1,39
28409,28410,28,9,0,0,40,0,4,11,5,12,4,2,0,39
41824,41825,29,9,0,0,30,0,4,11,3,14,3,4,1,39
28402,28403,53,10,0,0,40,0,1,15,0,6,1,4,1,39
3460,3461,38,9,0,0,40,1,4,11,2,3,0,4,1,39
12913,12914,45,13,0,0,40,0,4,9,6,8,3,1,0,30
25867,25868,67,9,0,0,20,0,4,11,2,9,5,2,0,39
41175,41176,34,14,15024,0,45,1,4,12,2,4,5,4,0,39
17428,17429,24,9,0,0,36,0,4,11,3,12,3,4,0,39
33158,33159,50,10,0,0,55,0,5,15,2,12,0,4,1,39
21737,21738,21,10,0,2001,40,0,2,15,4,8,1,4,0,39
18645,18646,21,10,0,0,25,0,4,15,4,6,3,4,1,39
41029,41030,66,10,0,0,20,0,2,15,6,1,1,4,0,39
29598,29599,25,9,0,0,40,0,4,11,4,1,1,4,1,39
48251,48252,52,13,0,0,52,1,4,9,2,10,0,4,1,39
42219,42220,46,3,0,0,40,0,4,4,2,6,0,4,1,39
24990,24991,54,10,0,0,55,0,4,15,0,14,1,4,1,39
5750,5751,47,9,0,0,40,1,4,11,0,4,4,2,0,39
33589,33590,27,13,0,0,40,0,4,9,4,12,1,4,0,39
29428,29429,47,13,0,0,50,0,4,9,2,10,0,4,1,39
39217,39218,18,7,0,0,20,0,4,1,4,1,3,2,0,39
34277,34278,55,13,15024,0,60,1,4,9,2,14,0,4,1,39
16608,16609,39,13,0,1977,40,1,4,9,2,4,0,4,1,39
34340,34341,34,7,0,0,40,0,2,1,5,8,4,2,0,39
4137,4138,45,10,0,1887,40,1,4,15,2,3,0,4,1,39
30279,30280,29,13,0,0,50,0,4,9,4,10,1,4,1,9
34594,34595,36,9,0,0,40,0,4,11,4,3,3,4,1,39
4204,4205,33,10,0,0,72,0,6,15,4,5,1,4,1,39
16757,16758,43,10,0,0,40,1,1,15,2,4,0,4,1,39
34314,34315,72,9,0,0,25,0,4,11,6,9,1,4,0,39
13381,13382,33,13,0,0,40,0,6,9,4,12,1,4,0,39
30628,30629,65,13,5556,0,48,1,0,9,2,0,0,4,1,39
22130,22131,67,14,0,0,2,0,0,12,2,0,0,4,1,39
3336,3337,33,9,0,0,35,1,4,11,2,1,5,4,0,39
18899,18900,58,9,0,0,10,1,6,11,2,4,5,4,0,39
38812,38813,23,13,0,0,40,0,4,9,4,4,1,4,0,39
43791,43792,66,11,0,0,45,0,0,8,2,0,0,4,1,39
10713,10714,26,12,0,0,40,0,4,7,4,13,3,4,1,39
22947,22948,37,7,7688,0,40,1,4,1,2,6,0,2,1,39
32697,32698,36,9,0,0,60,1,4,11,2,12,0,4,1,39
20481,20482,26,7,0,0,40,0,4,1,2,3,0,4,1,39
9106,9107,71,4,0,0,16,0,0,5,6,0,2,4,0,31
5202,5203,41,15,0,2415,45,1,2,14,2,10,0,4,1,39
37000,37001,51,16,0,0,50,1,6,10,0,12,1,4,1,39
15491,15492,19,9,0,0,40,0,4,11,4,8,1,4,0,39
29976,29977,45,9,5178,0,40,1,2,11,2,14,5,4,0,39
118,119,55,10,0,0,56,0,4,15,2,12,0,4,1,39
5733,5734,34,9,0,0,60,0,6,11,2,4,0,4,1,39
16816,16817,49,13,0,0,50,0,2,9,0,10,4,4,0,10
8945,8946,46,9,0,0,40,0,4,11,2,11,0,4,1,39
23973,23974,37,7,0,0,40,1,4,1,2,3,0,4,1,39
40614,40615,45,10,3325,0,60,0,7,15,4,13,1,4,0,39
21119,21120,53,9,0,0,40,0,1,11,0,13,4,4,1,39
42763,42764,35,13,0,0,40,0,2,9,4,4,1,4,1,39
6872,6873,52,11,5013,0,40,0,4,8,2,13,0,4,1,39
20106,20107,52,9,0,0,40,1,4,11,0,3,1,4,1,39
41480,41481,25,13,0,0,44,0,4,9,4,10,1,4,1,39
36639,36640,40,10,0,0,40,0,4,15,2,10,0,4,1,39
40108,40109,80,9,0,0,15,0,4,11,6,8,1,2,1,39
2831,2832,39,10,0,0,48,0,4,15,2,4,0,4,1,39
34162,34163,30,10,0,0,40,0,4,15,4,3,1,2,1,39
15048,15049,20,10,0,0,40,0,4,15,4,12,3,4,0,39
18368,18369,27,11,0,0,40,0,4,8,2,3,0,4,1,39
15650,15651,68,10,0,0,20,0,6,15,0,14,1,4,0,39
39399,39400,50,9,0,0,50,0,4,11,0,14,1,4,1,39
32156,32157,38,13,7298,0,40,1,4,9,2,12,0,4,1,39
36577,36578,38,13,0,0,60,1,4,9,2,4,0,1,1,39
22436,22437,31,13,0,0,50,0,4,9,2,10,0,4,1,39
46779,46780,28,13,0,0,40,0,4,9,4,13,3,4,1,39
24739,24740,17,7,0,0,20,0,4,1,4,6,3,4,1,29
26634,26635,53,9,0,0,20,0,4,11,0,9,1,4,0,39
7920,7921,49,4,0,0,40,0,4,5,2,3,0,4,1,39
42452,42453,33,9,0,0,40,0,4,11,2,1,0,2,1,39
3555,3556,17,7,0,0,20,0,0,1,4,0,1,3,0,39
35601,35602,36,15,15024,0,75,1,6,14,2,10,0,2,1,39
11088,11089,41,11,0,0,60,0,6,8,0,12,1,4,1,39
20929,20930,40,10,0,0,40,1,4,15,2,13,5,4,0,39
15990,15991,19,5,0,0,35,0,6,6,4,10,1,4,1,26
33273,33274,44,10,0,0,40,1,5,15,2,3,0,4,1,39
47546,47547,29,10,0,0,40,0,4,15,4,13,1,4,0,39
11299,11300,67,8,0,0,20,0,5,2,2,4,0,4,1,39
13256,13257,55,9,0,0,40,0,4,11,6,1,2,4,0,39
47038,47039,41,11,0,0,48,0,5,8,4,4,1,4,1,39
36063,36064,33,9,0,0,40,0,4,11,2,3,0,4,1,39
38421,38422,39,9,2202,0,45,0,4,11,4,4,1,4,0,39
23299,23300,23,11,0,0,36,0,4,8,4,1,2,4,0,39
29628,29629,55,9,0,0,40,0,4,11,0,7,1,4,0,39
42762,42763,31,13,0,1590,35,0,4,9,4,4,3,4,0,0
48087,48088,52,10,0,0,40,0,4,15,4,12,1,4,0,39
6484,6485,54,9,0,0,40,1,1,11,2,10,0,4,1,39
11327,11328,45,14,0,0,50,1,1,12,2,12,0,4,1,39
22106,22107,24,10,0,0,24,0,7,15,2,8,0,1,1,0
19117,19118,50,9,0,0,16,0,4,11,2,10,5,4,0,39
8123,8124,23,7,0,0,50,0,4,1,2,14,0,4,1,39
35803,35804,63,10,0,0,48,0,1,15,2,1,0,4,1,39
9140,9141,77,14,9386,0,6,1,0,12,2,0,0,4,1,39
4641,4642,58,9,15024,0,60,1,6,11,2,4,0,4,1,39
18991,18992,24,9,0,1762,40,0,4,11,0,11,3,4,0,39
15683,15684,44,10,0,0,40,0,2,15,0,1,4,4,0,39
1193,1194,28,13,0,0,40,0,4,9,2,13,0,4,1,39
17015,17016,72,13,991,0,7,0,0,9,5,0,1,4,0,39
47476,47477,18,7,0,0,6,0,4,1,4,5,3,4,1,39
43664,43665,41,9,0,0,55,0,7,11,0,11,4,4,1,39
39543,39544,28,9,0,0,40,0,2,11,0,11,1,4,0,39
14209,14210,62,14,0,0,45,0,4,12,0,10,1,4,0,39
36214,36215,50,13,15020,0,40,1,4,9,0,4,4,4,1,39
732,733,26,11,0,2377,45,0,4,8,2,1,0,4,1,39
27489,27490,62,13,0,0,38,0,4,9,2,13,0,4,1,39
45922,45923,45,9,0,0,48,0,4,11,2,7,0,2,1,0
17053,17054,31,14,5178,0,40,1,4,12,2,10,0,4,1,39
2742,2743,42,9,0,0,35,0,4,11,0,8,4,2,1,39
43171,43172,30,14,0,0,40,0,4,12,3,10,1,1,0,36
6084,6085,32,9,0,0,80,1,4,11,2,14,0,4,1,39
19623,19624,43,10,0,0,40,1,4,15,2,10,5,4,0,39
32347,32348,36,13,0,0,20,1,7,9,2,1,5,4,0,39
32259,32260,63,6,0,0,31,0,4,0,6,8,1,4,0,39
38247,38248,49,11,0,0,40,0,4,8,0,10,4,2,0,39
43254,43255,54,9,0,0,48,1,4,11,2,4,0,4,1,39
23925,23926,41,13,0,0,90,1,4,9,0,4,4,2,0,39
33557,33558,59,6,0,0,15,0,2,0,6,10,4,4,0,39
45639,45640,25,9,0,0,35,0,4,11,4,12,1,4,0,39
42007,42008,49,9,5013,0,40,0,4,11,2,12,0,4,1,39
2717,2718,42,13,0,0,45,0,4,9,0,12,4,4,1,0
12391,12392,35,14,0,0,41,0,2,12,0,1,4,4,0,39
29412,29413,36,9,0,0,40,0,4,11,2,7,0,4,1,39
22511,22512,51,9,0,0,40,0,4,11,0,8,1,4,0,39
45125,45126,50,6,0,0,60,0,6,0,2,4,0,4,1,39
20557,20558,33,14,7298,0,60,1,4,12,2,4,0,4,1,2
27787,27788,37,9,0,0,45,0,4,11,2,3,0,4,1,39
46882,46883,54,10,0,0,40,0,2,15,2,4,0,4,1,39
36329,36330,23,10,0,0,40,0,2,15,3,10,3,2,1,39
3734,3735,18,9,0,0,28,0,4,11,4,12,3,4,0,39
47017,47018,37,9,0,0,60,0,4,11,2,3,0,4,1,39
20186,20187,44,6,0,0,50,0,6,0,4,3,3,4,1,39
14343,14344,64,13,0,0,45,0,5,9,0,12,1,4,1,39
33347,33348,67,10,10566,0,15,0,4,15,2,6,0,4,1,39
33197,33198,35,9,0,0,40,0,4,11,2,7,0,4,1,26
24486,24487,29,10,2174,0,40,0,1,15,4,1,4,2,0,39
41171,41172,42,13,0,0,40,1,4,9,2,10,0,4,1,39
18233,18234,45,12,0,0,40,0,4,7,0,13,4,4,0,0
28011,28012,28,9,0,0,40,0,4,11,2,3,0,4,1,39
11396,11397,25,14,4650,0,37,0,4,12,4,10,1,4,0,39
35992,35993,47,9,0,0,40,0,0,11,0,0,4,4,0,39
19012,19013,44,10,0,0,45,0,4,15,2,10,0,4,1,39
14591,14592,43,10,0,0,6,0,4,15,2,10,5,3,0,33
44844,44845,22,13,0,0,45,0,4,9,4,4,3,4,1,39
8675,8676,22,10,0,0,40,0,4,15,4,14,3,4,1,39
43197,43198,36,9,0,0,40,0,4,11,5,3,4,4,0,39
19281,19282,59,6,0,0,40,1,4,0,2,3,0,4,1,39
5923,5924,42,9,0,0,40,0,4,11,2,3,0,4,1,39
15901,15902,19,9,0,0,28,0,4,11,4,1,3,4,0,39
8733,8734,25,14,2597,0,31,0,4,12,4,10,3,4,0,39
22425,22426,26,8,0,0,40,0,4,2,2,9,5,3,0,6
48573,48574,57,7,0,0,40,0,4,1,2,6,0,4,1,39
34001,34002,52,9,0,0,40,0,4,11,0,14,1,4,1,39
21443,21444,31,9,0,0,40,0,4,11,0,3,4,4,1,39
32553,32554,32,14,0,0,11,0,4,12,4,13,1,1,1,36
19246,19247,53,10,0,0,40,0,4,15,6,4,4,4,0,39
24111,24112,22,10,0,0,20,0,4,15,4,6,3,4,1,39
11066,11067,34,10,0,1902,38,1,4,15,2,10,0,4,1,39
18679,18680,22,5,0,0,40,0,4,6,4,14,3,4,1,39
2004,2005,39,13,0,0,50,0,4,9,5,12,1,4,1,39
45381,45382,52,10,0,0,30,0,6,15,4,3,4,4,1,39
46143,46144,43,1,0,0,40,0,6,13,2,14,0,2,1,14
30999,31000,29,14,0,0,50,1,4,12,4,12,1,4,1,39
37522,37523,34,6,0,0,4,0,4,0,5,8,4,1,0,39
48457,48458,37,13,0,0,40,0,1,9,2,1,0,4,1,39
40208,40209,18,9,0,0,15,0,0,11,4,0,3,4,0,39
8885,8886,47,14,0,0,38,1,7,12,2,10,0,4,1,39
4514,4515,37,13,0,0,50,0,1,9,0,4,2,4,0,39
38484,38485,45,13,0,0,38,1,7,9,2,1,0,4,1,39
19196,19197,26,10,0,0,40,0,4,15,2,12,0,4,1,39
11820,11821,49,9,0,0,40,0,2,11,2,14,0,4,1,39
35621,35622,43,10,0,0,40,0,4,15,2,6,5,4,0,0
40667,40668,32,9,0,0,40,0,4,11,2,8,5,4,0,39
9762,9763,27,13,0,0,45,0,4,9,4,4,1,4,1,39
5821,5822,53,12,0,0,40,1,4,7,2,7,0,4,1,39
6007,6008,50,13,0,0,45,1,4,9,0,4,4,4,1,39
15882,15883,42,9,0,0,35,0,4,11,6,4,1,2,0,39
41826,41827,66,9,0,0,40,0,6,11,6,12,1,4,1,39
35999,36000,24,9,0,0,36,0,2,11,4,8,3,2,1,39
36413,36414,48,9,0,0,40,0,4,11,6,1,4,4,0,39
13338,13339,36,12,0,0,40,1,4,7,2,1,0,4,1,39
31556,31557,18,8,0,0,20,0,4,2,4,12,3,4,0,39
811,812,22,10,0,0,40,0,0,15,4,0,3,2,1,39
21700,21701,47,9,0,0,40,0,4,11,0,1,4,4,0,39
7911,7912,38,10,0,0,45,1,6,15,2,7,0,4,1,39
47175,47176,59,7,7298,0,40,1,4,1,2,1,0,4,1,39
9864,9865,34,10,0,0,40,0,4,15,4,3,1,4,1,39
28387,28388,54,13,0,0,40,0,1,9,0,4,1,4,1,39
46124,46125,29,11,0,0,40,0,4,8,4,3,3,4,1,39
19595,19596,51,13,7688,0,20,1,4,9,2,1,5,4,0,39
7765,7766,23,13,0,0,40,0,4,9,4,10,1,4,1,39
10384,10385,50,12,0,0,40,0,4,7,0,1,1,1,1,39
28481,28482,52,5,0,0,40,0,4,6,2,6,0,4,1,39
39519,39520,34,9,0,0,40,0,2,11,4,11,1,4,1,39
12428,12429,55,9,2885,0,40,0,0,11,2,0,5,4,0,39
39207,39208,27,10,0,0,60,0,6,15,2,3,0,4,1,39
15696,15697,18,7,0,0,7,0,0,1,4,0,2,4,1,39
18951,18952,41,9,0,0,40,0,4,11,2,14,0,4,1,39
1317,1318,35,12,0,0,55,0,0,7,4,0,1,4,1,39
5727,5728,45,14,14344,0,48,1,4,12,0,14,1,4,1,39
33677,33678,20,10,0,0,35,0,4,15,4,7,3,4,1,39
14623,14624,32,9,0,0,40,0,4,11,2,7,0,4,1,39
41982,41983,40,9,99999,0,75,1,4,11,2,5,0,4,1,39
48231,48232,48,2,0,0,48,0,4,3,5,7,2,2,1,39
19428,19429,41,5,0,0,40,0,4,6,4,9,4,4,0,4
435,436,33,14,0,0,50,1,4,12,2,10,0,4,1,39
44849,44850,26,9,0,0,40,0,0,11,4,0,1,4,1,9
7924,7925,36,16,0,0,45,0,7,10,4,10,1,4,1,39
16455,16456,26,10,0,1974,40,0,4,15,4,1,1,4,0,39
25567,25568,25,9,0,0,50,0,4,11,4,9,1,4,0,39
27265,27266,25,9,0,0,40,0,0,11,4,0,4,2,0,39
10505,10506,26,9,0,0,50,0,4,11,4,4,1,4,0,39
32546,32547,37,12,0,0,40,0,4,7,0,13,1,4,0,39
2556,2557,55,13,0,0,50,1,4,9,2,12,0,4,1,39
15636,15637,50,10,0,0,40,1,4,15,2,3,0,4,1,39
46560,46561,30,10,0,0,40,0,2,15,2,11,0,4,1,39
31776,31777,64,9,8614,0,50,1,4,11,6,12,1,4,0,10
43700,43701,38,9,0,0,35,0,4,11,0,8,4,4,0,39
8478,8479,30,14,0,0,10,0,7,12,2,10,0,1,1,3
37227,37228,24,13,0,0,42,0,4,9,4,13,3,4,1,39
30112,30113,33,9,0,0,20,0,4,11,2,14,0,4,1,39
32117,32118,47,9,0,0,40,1,4,11,2,3,0,4,1,39
16578,16579,48,14,0,1380,40,0,2,12,4,10,4,4,0,39
5275,5276,45,16,0,0,50,1,4,10,2,10,0,4,1,39
19342,19343,26,10,0,0,50,0,4,15,2,12,0,4,1,39
47012,47013,58,9,0,0,40,0,7,11,2,3,0,4,1,39
24758,24759,32,9,0,0,40,0,7,11,4,14,3,4,1,39
31568,31569,28,9,0,0,40,0,0,11,4,0,3,2,1,39
30983,30984,31,7,0,0,40,0,4,1,2,3,0,4,1,39
19778,19779,64,10,0,0,3,0,4,15,6,4,1,4,0,39
15694,15695,33,10,0,0,24,0,4,15,4,8,1,4,1,39
23161,23162,35,9,0,0,40,0,4,11,0,10,4,4,0,39
12000,12001,37,11,0,0,55,0,6,8,2,3,0,4,1,39
36035,36036,32,10,0,0,40,1,4,15,2,3,0,4,1,39
9799,9800,52,10,7688,0,55,1,4,15,2,4,0,4,1,0
44892,44893,42,10,0,0,48,1,4,15,2,7,5,2,0,39
13499,13500,50,13,99999,0,60,1,4,9,2,12,0,4,1,0
15325,15326,44,10,0,0,50,0,4,15,2,4,0,4,1,39
25826,25827,22,10,0,0,40,0,0,15,4,0,3,4,0,26
21159,21160,59,10,3103,0,35,1,4,15,2,14,0,4,1,39
1407,1408,39,12,0,0,50,1,2,7,2,3,5,4,0,39
28335,28336,35,13,0,0,40,0,4,9,2,4,0,1,1,0
22717,22718,26,10,0,0,10,0,2,15,4,8,3,2,0,23
19317,19318,45,13,0,0,40,0,4,9,4,10,1,4,1,39
32018,32019,18,7,0,0,5,0,4,1,4,1,3,4,0,39
35534,35535,18,9,0,0,15,0,4,11,4,8,3,4,1,39
33855,33856,52,14,15024,0,60,1,4,12,2,4,5,4,0,39
18030,18031,31,9,0,0,50,0,4,11,2,14,0,4,1,39
33746,33747,33,10,0,0,30,0,4,15,0,8,1,2,0,6
27701,27702,38,14,0,0,40,0,7,12,4,10,2,4,0,39
28585,28586,38,13,4508,0,40,0,4,9,2,14,0,4,1,39
33908,33909,25,13,0,0,40,0,4,9,4,10,3,4,1,39
14359,14360,38,10,0,0,50,0,4,15,2,12,0,4,1,39
23416,23417,45,4,0,0,65,1,6,5,2,4,0,4,1,39
365,366,28,9,0,0,40,0,4,11,2,3,0,4,1,39
16932,16933,21,6,0,0,40,0,4,0,4,6,1,3,1,6
20684,20685,50,14,15024,0,50,1,4,12,2,4,0,4,1,39
25457,25458,55,13,0,0,40,0,0,9,2,0,0,4,1,39
25772,25773,63,9,0,0,25,0,0,11,2,0,0,4,1,39
38850,38851,51,10,0,0,40,0,4,15,2,3,0,4,1,39
26883,26884,36,9,0,0,50,0,4,11,2,12,0,4,1,39
24926,24927,62,9,0,0,40,0,7,11,2,8,0,4,1,39
30244,30245,50,15,99999,0,55,1,5,14,2,10,0,4,1,39
5063,5064,44,10,0,0,40,0,4,15,2,3,0,4,1,39
28971,28972,58,5,0,0,40,0,4,6,4,6,3,4,1,8
9177,9178,36,11,0,0,40,1,4,8,2,1,0,4,1,39
3939,3940,36,9,0,0,60,0,4,11,2,7,0,4,1,39
16594,16595,59,4,0,0,40,0,6,5,2,3,0,4,1,39
1401,1402,55,12,0,0,25,0,4,7,2,13,0,4,1,39
43670,43671,43,9,0,0,50,0,0,11,2,0,0,4,1,39
37822,37823,44,9,0,0,40,0,4,11,0,6,2,4,0,39
8404,8405,43,13,0,0,40,0,4,9,0,1,1,4,0,39
14381,14382,75,9,0,0,26,0,5,11,2,1,0,4,1,39
34602,34603,49,13,0,0,40,1,4,9,4,1,1,4,0,39
1111,1112,33,13,0,0,45,1,4,9,2,12,5,4,0,39
47443,47444,18,7,0,0,9,0,4,1,4,8,3,4,0,39
6051,6052,56,9,0,0,10,0,0,11,0,0,1,4,1,39
22817,22818,34,11,0,0,40,1,4,8,2,4,5,4,0,33
40728,40729,50,10,7298,0,40,1,2,15,2,11,0,4,1,39
12321,12322,45,10,0,0,40,0,4,15,0,13,1,2,0,38
44365,44366,58,15,15024,0,60,1,4,14,2,10,0,4,1,39
11158,11159,18,8,0,0,24,0,0,2,4,0,3,4,0,39
34352,34353,19,9,0,0,25,0,0,11,4,0,2,4,0,39
11019,11020,30,10,0,0,40,0,4,15,4,3,4,4,1,39
47151,47152,45,14,0,0,35,1,7,12,2,10,0,4,1,39
40987,40988,45,13,0,0,40,0,4,9,0,12,1,4,1,39
11525,11526,43,14,0,2547,40,1,4,12,0,4,4,4,0,39
14674,14675,57,10,0,0,40,0,5,15,2,10,0,4,1,39
4064,4065,58,9,0,0,50,0,5,11,0,12,1,4,1,39
30276,30277,28,10,0,0,40,0,4,15,4,4,3,4,0,0
9923,9924,22,9,0,0,48,0,4,11,2,4,0,4,1,39
39018,39019,64,13,0,0,45,0,7,9,2,4,0,4,1,39
36237,36238,24,5,0,0,40,0,4,6,4,14,4,3,1,8
32781,32782,34,13,0,0,40,0,4,9,2,1,0,1,1,30
35543,35544,80,3,0,0,32,0,4,4,2,8,0,4,1,39
23136,23137,21,10,0,0,30,0,0,15,4,0,3,4,0,39
38867,38868,38,9,0,0,46,0,4,11,0,12,4,4,1,39
129,130,39,10,0,0,40,0,4,15,0,3,1,4,1,39
15878,15879,40,15,15024,0,45,1,4,14,2,10,0,4,1,39
37554,37555,20,9,0,0,35,0,4,11,4,3,1,4,1,39
42709,42710,49,9,0,0,47,0,5,11,4,3,1,4,1,39
11409,11410,36,14,0,0,45,1,1,12,2,10,0,4,1,39
38643,38644,57,11,0,0,5,0,0,8,2,0,5,4,0,39
43777,43778,43,13,0,0,40,1,4,9,2,12,0,4,1,39
26176,26177,25,10,0,0,20,0,7,15,4,3,1,4,1,39
37715,37716,39,14,0,0,70,1,5,12,0,4,1,2,1,39
14518,14519,59,10,14084,0,60,1,4,15,5,12,1,4,1,39
31532,31533,23,10,0,0,40,0,4,15,0,6,3,4,1,39
41846,41847,43,8,0,0,40,0,4,2,2,12,0,4,1,22
42491,42492,38,10,0,0,40,0,2,15,2,14,0,2,1,39
44236,44237,61,14,0,0,40,1,7,12,2,4,0,4,1,39
